ANBIMA – Associação Brasileira das Entidades dos Mercados Financeiro e de Capitais. 
IHFA Carteira Teórica 
Validade da Carteira Teórica: 01/10/2020 a 31/12/2020
Data Início;Data Final;Fundo;CNPJ;Quantidade Teórica;Cota dos Fundos em 30/09/2020;Patrimônio Líquido em 30/09/2020 (R$ milhões);Participação Relativa (%)
01/10/2020;31/12/2020;LEGACY CAPITAL B FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;30.329.404/0001-94;8,6620;1,277969;485,08;0,29
01/10/2020;31/12/2020;LEGACY CAPITAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;30.586.677/0001-14;16,5750;1,267911;920,91;0,56
01/10/2020;31/12/2020;LEGACY CAPITAL P FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;33.150.614/0001-09;12,4169;1,141881;621,32;0,38
01/10/2020;31/12/2020;LEGACY CAPITAL RED FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;32.741.788/0001-83;22,4622;1,140395;1.122,49;0,68
01/10/2020;31/12/2020;LEGACY CAPITAL SELECTION FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;30.351.337/0001-04;3,4152;1,270245;190,10;0,12
01/10/2020;31/12/2020;LEGACY CAPITAL STB I FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;32.741.932/0001-81;19,5097;1,105415;945,05;0,57
01/10/2020;31/12/2020;LEGACY CAPITAL TOULOUSE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;33.150.783/0001-49;2,6314;1,146702;132,23;0,08
01/10/2020;31/12/2020;LESTE CREDIT FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;22.672.424/0001-35;1,8330;1,806443;145,10;0,09
01/10/2020;31/12/2020;LOGOS TOTAL RETURN FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;11.182.072/0001-13;0,8662;4,399687;167,00;0,10
01/10/2020;31/12/2020;M SQUARE GLOBAL EQUITY MANAGERS FI EM COTAS DE FI MULTIMERCADO INVESTIMENTO NO EXTERIOR;30.553.981/0001-65;1,6893;1,708817;126,50;0,08
01/10/2020;31/12/2020;M SQUARE GLOBAL EQUITY MANAGERS INSTITUCIONAL FIC DE FI MULTIMERCADO INVESTIMENTO NO EXTERIOR;18.323.970/0001-93;0,5420;4,629441;109,95;0,07
01/10/2020;31/12/2020;MAR ABSOLUTO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;32.397.723/0001-62;4,3809;1,317892;253,00;0,15
01/10/2020;31/12/2020;MAUÁ INSTITUCIONAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;18.048.639/0001-02;3,0014;1,876249;246,77;0,15
01/10/2020;31/12/2020;MAUÁ MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;05.903.038/0001-98;0,0140;774,907703;474,99;0,29
01/10/2020;31/12/2020;MILES ACER A LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;30.665.589/0001-08;2,6974;1,332732;157,53;0,10
01/10/2020;31/12/2020;MILES ACER LONG BIAS ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;30.773.649/0001-06;2,1055;1,306413;120,54;0,07
01/10/2020;31/12/2020;MILES ACER LONG BIAS B FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;32.902.638/0001-04;3,1563;1,091888;151,02;0,09
01/10/2020;31/12/2020;MILES ACER LONG BIAS RED FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;31.875.299/0001-51;2,5839;1,212124;137,25;0,08
01/10/2020;31/12/2020;MOAT CAPITAL EQUITY HEDGE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;24.140.256/0001-62;7,6796;1,700860;572,38;0,35
01/10/2020;31/12/2020;MUTÁ FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;17.489.083/0001-27;19,1053;1,526132;1.277,68;0,78
01/10/2020;31/12/2020;MZK DINÂMICO ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;29.762.338/0001-62;3,8224;1,124998;188,44;0,11
01/10/2020;31/12/2020;MZK DINÂMICO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;29.762.329/0001-71;8,6242;1,125853;425,48;0,26
01/10/2020;31/12/2020;NAVI LONG BIASED FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTOS MULTIMERCADO;26.680.221/0001-41;9,6510;1,950420;824,85;0,50
01/10/2020;31/12/2020;NAVI LONG SHORT FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;12.430.199/0001-77;5,1998;3,040532;692,81;0,42
01/10/2020;31/12/2020;NEO MULTI ESTRATÉGIA 30 FEEDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;08.771.538/0001-01;1,7498;4,027240;308,80;0,19
01/10/2020;31/12/2020;NIRVANA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;08.817.499/0001-36;3,0855;3,907027;528,27;0,32
01/10/2020;31/12/2020;NOVUS MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;14.146.726/0001-41;1,8689;2,449187;200,58;0,12
01/10/2020;31/12/2020;OCCAM EQUITY HEDGE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;11.403.956/0001-50;14,9529;3,165679;2.074,29;1,26
01/10/2020;31/12/2020;OCCAM RETORNO ABSOLUTO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;17.162.002/0001-80;24,0985;2,864318;3.024,75;1,84
01/10/2020;31/12/2020;OCEANA LONG BIASED ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;33.401.080/0001-46;2,6897;1,021563;120,41;0,07
01/10/2020;31/12/2020;OCEANA LONG BIASED FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;19.496.576/0001-10;2,5046;2,567118;281,75;0,17
01/10/2020;31/12/2020;OCEANA SUSTENTABILIDADE SOCIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;18.611.532/0001-20;1,0383;2,352938;107,05;0,07
01/10/2020;31/12/2020;OPPORTUNITY LONG BIASED FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;18.471.807/0001-78;2,4241;2,512416;266,88;0,16
01/10/2020;31/12/2020;PACIFICO LB FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;17.002.861/0001-01;3,3479;2,817298;413,32;0,25
01/10/2020;31/12/2020;PACIFICO MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;22.354.046/0001-41;14,3496;1,805778;1.135,48;0,69
01/10/2020;31/12/2020;PANDHORA ESSENCIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;24.140.265/0001-53;3,2009;1,566390;219,71;0,13
01/10/2020;31/12/2020;PERFIN EQUITY HEDGE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;09.068.336/0001-60;0,9949;4,023363;175,41;0,11
01/10/2020;31/12/2020;PERSEVERA COMPASS ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;32.041.825/0001-40;3,6276;1,106048;175,82;0,11
01/10/2020;31/12/2020;PERSEVERA COMPASS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;31.326.427/0001-08;5,5218;1,131203;273,71;0,17
01/10/2020;31/12/2020;POLO LONG BIAS I FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;27.347.332/0001-01;1,7669;1,683544;130,35;0,08
01/10/2020;31/12/2020;POLO MACRO FUNDO DE INVESTIMENTO MULTIMERCADO;11.228.500/0001-00;0,8348;2,782779;101,80;0,06
01/10/2020;31/12/2020;POLO NORTE I FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;07.013.315/0001-12;0,6057;8,430890;223,77;0,14
01/10/2020;31/12/2020;PORTO SEGURO MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;00.400.490/0001-13;0,0001;41.315,879723;241,21;0,15
01/10/2020;31/12/2020;QUANTITAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO MALLORCA;22.918.359/0001-85;0,0196;167,223633;143,70;0,09
01/10/2020;31/12/2020;QUANTITAS FUNDO DE INVESTIMENTO MULTIMERCADO ARBITRAGEM LONGO PRAZO;20.077.711/0001-71;0,0232;212,761062;216,31;0,13
01/10/2020;31/12/2020;REAL INVESTOR FUNDO DE INVESTIMENTO MULTIMERCADO;28.911.549/0001-57;2,2248;1,563624;152,44;0,09
01/10/2020;31/12/2020;RPS EQUITY HEDGE D30 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;25.530.044/0001-54;4,9714;1,355458;295,28;0,18
01/10/2020;31/12/2020;RPS TOTAL RETURN D30 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;19.211.696/0001-23;1,5500;2,449606;166,38;0,10
01/10/2020;31/12/2020;RPS TOTAL RETURN D60 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;22.354.037/0001-50;2,0149;1,744157;154,00;0,09
01/10/2020;31/12/2020;RYAN FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;24.140.182/0001-64;2,9651;1,519985;197,49;0,12
01/10/2020;31/12/2020;SAFARI 45 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO II;31.533.638/0001-11;20,5048;1,127145;1.012,77;0,62
01/10/2020;31/12/2020;SAFARI 45 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;30.592.738/0001-56;2,7650;1,028161;124,58;0,08
01/10/2020;31/12/2020;SAFARI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;10.158.171/0001-05;0,7257;6,400400;203,54;0,12
01/10/2020;31/12/2020;SAFARI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO II;23.960.625/0001-09;3,4055;2,115712;315,73;0,19
01/10/2020;31/12/2020;SAFRA FERMAT AG FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;31.006.723/0001-21;0,2904;113,835912;1.448,80;0,88
01/10/2020;31/12/2020;SAFRA FERMAT FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;28.289.215/0001-93;0,2619;122,210506;1.402,59;0,85
01/10/2020;31/12/2020;SAFRA GALILEO AG FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;27.249.881/0001-35;0,1292;488,990308;2.767,55;1,68
01/10/2020;31/12/2020;SAFRA GALILEO PB FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;27.249.912/0001-58;0,0998;489,340853;2.140,50;1,30
01/10/2020;31/12/2020;SAFRA GALILEO PJ FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;27.249.932/0001-29;0,0274;489,287063;587,85;0,36
01/10/2020;31/12/2020;SAFRA GLOBAL EQUITIES FUNDO DE INVESTIMENTO MULTIMERCADO;19.226.446/0001-67;0,1577;152,915799;1.056,73;0,64
01/10/2020;31/12/2020;SAFRA INFRAESTRUTURA PREMIUM PROFISSIONAL FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;27.782.888/0001-18;0,0382;128,014081;214,31;0,13
01/10/2020;31/12/2020;SAFRA KEPLER EQUITY HEDGE FUNDO DE INVESTIMENTO MULTIMERCADO;25.079.578/0001-06;0,1064;140,409807;654,78;0,40
01/10/2020;31/12/2020;SAFRA KEPLER FUNDO DE INVESTIMENTO MULTIMERCADO;21.144.577/0001-47;0,0663;186,945175;542,75;0,33
01/10/2020;31/12/2020;SANTANDER ACTIVE PORTFOLIO MULT CRÉD PRIV FIC FI;29.549.588/0001-19;5,6416;11,983936;2.962,66;1,80
01/10/2020;31/12/2020;SANTANDER SELEÇÃO LONG BIASED MULT FC FI;30.522.013/0001-91;3,0128;10,823959;1.428,99;0,87
01/10/2020;31/12/2020;SANTANDER STAR LONG E SHORT DIRECIONAL MULTIMERCADO FIC FI;24.986.084/0001-42;0,4240;11,986090;222,70;0,14
01/10/2020;31/12/2020;SENTINEL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;24.119.482/0001-61;16,5861;1,534305;1.115,15;0,68
01/10/2020;31/12/2020;SHARP LONG SHORT 2X FEEDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;19.366.052/0001-04;15,6323;2,106153;1.442,74;0,88
01/10/2020;31/12/2020;SN CAPITAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;26.210.471/0001-18;1,9449;1,292982;110,20;0,07
01/10/2020;31/12/2020;SOLANA EQUITY HEDGE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;25.423.215/0001-46;0,0559;177,437487;434,72;0,26
01/10/2020;31/12/2020;SOLANA LONG AND SHORT FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;18.772.290/0001-57;0,0597;210,229376;549,58;0,33
01/10/2020;31/12/2020;SPX CAPITAL PORTFOLIO FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;12.884.390/0001-99;1,2152;3,272605;174,27;0,11
01/10/2020;31/12/2020;SPX NIMITZ ESTRUTURADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;22.345.384/0001-17;20,3576;1,718796;1.533,30;0,93
01/10/2020;31/12/2020;SPX NIMITZ FEEDER FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;12.831.360/0001-14;11,2049;3,174154;1.558,52;0,95
01/10/2020;31/12/2020;SUL AMÉRICA APOLLO FUNDO DE INVESTIMENTO MULTIMERCADO;17.797.493/0001-35;0,3713;11,779560;191,65;0,12
01/10/2020;31/12/2020;SUL AMÉRICA EVOLUTION FUNDO DE INVESTIMENTO MULTIMERCADO;12.839.769/0001-87;0,2596;23,455561;266,78;0,16
01/10/2020;31/12/2020;TAVOLA ABSOLUTO ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;34.096.201/0001-56;3,3665;1,028868;151,78;0,09
01/10/2020;31/12/2020;TAVOLA ABSOLUTO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;09.141.867/0001-31;2,6544;4,056461;471,84;0,29
01/10/2020;31/12/2020;TAVOLA ABSOLUTO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO II;34.096.196/0001-81;7,3233;1,025649;329,14;0,20
01/10/2020;31/12/2020;TAVOLA LONG E SHORT FUNDO DE INVESTIMENTO MULTIMERCADO;07.659.002/0001-36;1,2280;4,514170;242,91;0,15
01/10/2020;31/12/2020;TI KAPITALO ZETA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;18.298.411/0001-70;2,0156;2,674514;236,22;0,14
01/10/2020;31/12/2020;TRUXT I LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;26.210.505/0001-74;4,9592;2,034042;442,03;0,27
01/10/2020;31/12/2020;TRUXT I LONG SHORT FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;26.262.377/0001-02;4,9049;1,415430;304,22;0,18
01/10/2020;31/12/2020;TRUXT I MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;26.277.600/0001-95;11,8332;1,267728;657,37;0,40
01/10/2020;31/12/2020;TRUXT II LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;26.269.611/0001-23;23,7189;2,059886;2.140,99;1,30
01/10/2020;31/12/2020;TRUXT LONG BIAS ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;30.830.162/0001-18;9,0225;1,438282;568,66;0,35
01/10/2020;31/12/2020;TRUXT LONG SHORT ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;26.262.363/0001-99;4,5990;1,413747;284,91;0,17
01/10/2020;31/12/2020;TRUXT MACRO ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;26.261.488/0001-02;5,1764;1,268521;287,74;0,17
01/10/2020;31/12/2020;TRUXT R MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;26.269.540/0001-69;2,0007;1,262503;110,68;0,07
01/10/2020;31/12/2020;TRUXT RED MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;26.406.465/0001-30;3,9674;1,198605;208,38;0,13
01/10/2020;31/12/2020;VENTOR HEDGE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;07.088.369/0001-47;0,2867;9,473359;119,03;0,07
01/10/2020;31/12/2020;VENTOR IMA-B HEDGE FUNDO DE INVESTIMENTO MULTIMERCADO;19.941.946/0001-80;1,5236;2,178528;145,45;0,09
01/10/2020;31/12/2020;VERDE 14 FUNDO DE INVESTIMENTO EM COTAS FUNDO DE INVESTIMENTO MULT;22.188.086/0001-60;0,1298;28,356285;161,34;0,10
01/10/2020;31/12/2020;VERDE 90 DISTRIBUIDORES FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;07.455.788/0001-70;0,5576;7,403267;180,88;0,11
01/10/2020;31/12/2020;VERDE AM HORIZONTE FEEDER FI EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;21.956.674/0001-34;1,3946;1,725097;105,42;0,06
01/10/2020;31/12/2020;VERDE AM SCENA ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;24.048.538/0001-34;34,4895;1,369774;2.070,20;1,26
01/10/2020;31/12/2020;VERDE AM V60 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;30.592.680/0001-40;12,7095;1,138671;634,17;0,39
01/10/2020;31/12/2020;VERDE AM VII FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;22.187.998/0001-18;1,6380;4,857847;348,68;0,21
01/10/2020;31/12/2020;VERDE AM X60 ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;31.403.590/0001-27;14,6683;1,139258;732,28;0,45
01/10/2020;31/12/2020;VERDE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;22.187.946/0001-41;0,1721;177,281417;1.337,27;0,81
01/10/2020;31/12/2020;VERSA LONG BIASED FUNDO DE INVESTIMENTO MULTIMERCADO;18.832.847/0001-06;0,4420;12,071442;233,80;0,14
01/10/2020;31/12/2020;VINCI ATLAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;24.572.582/0001-49;0,0679;144,975756;431,48;0,26
01/10/2020;31/12/2020;VINCI VALOREM FUNDO DE INVESTIMENTO MULTIMERCADO;13.396.703/0001-22;0,1735;224,388300;1.706,39;1,04
01/10/2020;31/12/2020;VINLAND MACRO ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;28.581.109/0001-89;4,9886;1,196257;261,50;0,16
01/10/2020;31/12/2020;VINLAND MACRO PLUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;30.593.439/0001-36;2,9493;1,315188;169,97;0,10
01/10/2020;31/12/2020;VISTA MULTIESTRATÉGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;21.646.715/0001-96;3,1003;3,628234;492,91;0,30
01/10/2020;31/12/2020;VITREO CARTEIRA UNIVERSA FUNDO DE INVESTIMENTO MULTIMERCADO;30.568.854/0001-30;27,0310;1,028185;1.217,90;0,74
01/10/2020;31/12/2020;WESTERN ASSET MULTITRADING PREMIUM FICFI MULTIMERCADO;23.611.241/0001-72;0,0052;1.341,033228;304,31;0,19
01/10/2020;31/12/2020;WPA MASTER MULTIMERCADO CRÉDITO PRIVADO FUNDO DE INVESTIMENTO;26.406.328/0001-04;12,1129;1,386043;735,70;0,45
01/10/2020;31/12/2020;XP ADVISORY PORTFOLIO PRIVATE FI EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO;31.392.557/0001-49;8,1934;1,111406;399,04;0,24
01/10/2020;31/12/2020;XP DEBENTURES INCENTIVADAS CRÉDITO PRIVADO FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;19.657.463/0001-59;8,4084;1,953151;719,66;0,44
01/10/2020;31/12/2020;XP LONG BIASED 30 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;25.224.843/0001-00;12,9590;1,642526;932,74;0,57
01/10/2020;31/12/2020;XP LONG BIASED ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;30.869.315/0001-30;2,9055;1,037214;132,06;0,08
01/10/2020;31/12/2020;XP LONG BIASED DOMINUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS INVESTIMENTO MULTIMERCADO;30.797.425/0001-34;4,3273;1,119119;212,21;0,13
01/10/2020;31/12/2020;XP LONG SHORT 60 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;21.827.663/0001-54;2,2449;1,266332;124,57;0,08
01/10/2020;31/12/2020;XP MACRO FUNDO DE INVESTIMENTO MULTIMERCADO;23.922.063/0001-09;27,7458;1,541301;1.873,97;1,14
01/10/2020;31/12/2020;XP MACRO INSTITUCIONAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;26.549.933/0001-26;7,0927;1,303685;405,19;0,25
01/10/2020;31/12/2020;XP MACRO PLUS DOMINUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;30.754.229/0001-82;3,4942;1,168154;178,87;0,11
01/10/2020;31/12/2020;XP MACRO PLUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;30.068.713/0001-58;4,0659;1,126098;200,64;0,12
